Species,Song,Locality,Population,Date,Duet (Y/N),Num of male elements,Num of female elements,Num of male elements overlapped by female elements,Time male start (s),Time male ends (s),Time female start (s),Time female ends (s),Delta_male_female,Male measurements (Y/N),Male measurement order,Female measurements (Y/N),Female Measurement order,Cicadas (Y/N),Cicada min freq,Cicada max freq,Notes,Original_measurer
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.25,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,4,5,2,0.129,1.839,0.386,1.177,0.257,Y,"1,4",Y,"1,2,4",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.31,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,5,5,2,0.273,2.524,1.3,2.131,1.027,Y,"1,2,5",Y,"3,5",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.36,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,4,4,1,0.139,1.899,0.915,1.505,0.776,Y,"1,2,4",Y,"1,4",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_s_0.00,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,6,4,2,0.177,2.237,0.485,1.069,0.308,Y,"1,4,5,6",Y,"1,3",N,,,feint,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_s_0.05,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,6,4,2,0.2,2.248,0.888,1.501,0.688,Y,"1,2,5,6",Y,3,N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_s_0.10,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,7,4,2,0.169,2.576,1.127,1.723,0.958,Y,"1,2,3,6,7",Y,1,N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_0.03,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,7,6,3,0.2,2.621,0.811,1.789,0.611,Y,"1,2,6,7",Y,"1,3",N,,,"recording starts in middle of 1st male element. Both elements overlapped, no measurement currently possible",TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_0.08,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,7,5,3,0.274,2.663,0.974,1.799,0.7,Y,"1,2,6,7",N,NA,N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_0.13,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,8,5,2,0.276,3.569,1.864,2.68,1.588,Y,"1,2,3,4,7,8",Y,"1,2,3",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_0.19,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,7,6,3,0.267,2.661,0.949,1.959,0.682,Y,"1,2,6,7",Y,3,N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_0.24,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,7,6,3,0.341,2.783,0.981,2.049,0.64,Y,"1,2,6,7",Y,"1,3,5",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_0.33,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,9,6,2,0.142,3.83,1.642,2.723,1.5,Y,"1,2,3,4,7,8,9",Y,"1,2,3,5",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_1.14,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,2,2,2,0.332,,0.357,,0.025,N,NA,N,NA,N,,,"recording starts in middle of 1st male element. Both elements overlapped, no measurement currently possible",TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_u_1.18,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,4,7,3,0.072,1.87,0.612,1.835,0.54,Y,1,Y,"3,4,6",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_w_0.00,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,4,2,1,0.14,1.113,0.024,0.437,-0.116,Y,"2,3,4",Y,1,,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_w_0.04,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,9,5,3,0.085,2.547,1.11,1.884,1.025,Y,"1,2,3,4,8,9",Y,"1,3",,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_w_0.09,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,9,6,3,0.022,2.497,0.787,1.748,0.765,Y,"1,2,3,7,8,9",Y,"1,3,6",,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_w_0.21,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,11,3,0,0.21,3.827,2.357,2.768,2.147,Y,"1,2,3,4,5,6,7,8,9,10,11",Y,"1,2,3",,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_c_0.00,"100-150m W of Njesi Camp, Njesi Plateau, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,4,7,2,0.272,2.416,0.386,1.664,0.114,Y,"3,4",Y,"2,3,4,7",,,,,SP
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_c_2.30,"100-150m W of Njesi Camp, Njesi Plateau, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,9,7,3,0.094,4.057,2.281,3.508,2.187,Y,"1,2,3,4,5,9",Y,"3,4",,,,,SP
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_c_2.36,"100-150m W of Njesi Camp, Njesi Plateau, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,8,8,4,0.146,3.497,1.582,3.147,1.436,Y,"1,2,3,8",Y,"2,3,5",,,,,SP
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_d_0.00,"Njesi A, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,6,9,3,0.124,2.009,0.541,1.933,0.417,Y,"1,2,6",Y,"2,4,6,8",,,,,SP
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_d_0.08,"Njesi A, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,9,7,0,0.08,4.2,1.869,2.906,1.789,Y,"1,2,3,4,5,6,7,8,9",Y,"1,2,3,4,5,6,7",,,,,SP
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_d_0.14,"Njesi A, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,5,7,3,0.186,1.787,0.553,1.572,0.367,Y,"1,5",N,n/a,,,,,SP
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_jpm_d_0.19,"Njesi A, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,9,5,1,0.102,4.05,1.705,2.448,1.603,Y,"1,2,3,4,5,6,7,8,9",Y,"2,3,4,5",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_em_c_0.02,"Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,7,4,1,0.2,3.206,1.514,2.253,1.314,Y,"1,2,3,4,5,6,7",Y,4,,,,,TB
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_em_e_0.00,"Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,5,6,2,0.078,2.072,0.36,1.296,0.282,Y,"1,2,3,4,5",Y,"1,3,4,6",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_f_0.07,"30-50m N Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,4,3,1,0.034,1.513,1.323,1.719,1.289,Y,"1,2,3",Y,3,,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_f_0.18,"30-50m N Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,7,5,1,0.271,3.592,1.861,2.614,1.59,Y,"1,2,3,4,6,7",Y,"1,2,3,4",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_f_0.28,"30-50m N Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,7,5,2,0.078,3.061,1.396,2.159,1.318,Y,"1,2,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_f_1.15,"30-50m N Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,5,4,2,0.068,1.877,0.31,1.147,0.242,Y,"1,2,3,4,5",Y,"1,3",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_g_2.52,"50m N Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,6,8,0,0.046,2.123,2.191,2.922,2.145,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_g_3.00,"50m N Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,4,6,1,0.015,1.307,1.158,2.048,1.143,Y,1,N,NA,,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_p_0.05,"Within 100m of Njesi Camp, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,6,5,2,0.085,2.687,0.968,1.785,0.883,Y,"1,2,3,5,6",Y,"2,3,4",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_p_0.10,"Within 100m of Njesi Camp, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,8,6,3,0.089,2.931,1.179,2.152,1.09,Y,"1,2,3,8",Y,5,,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_q_3.28,"Within 100m of Njesi Camp, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,3,5,2,0.256,1.27,0.847,1.624,0.591,Y,"1,2",Y,"1,4,5",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_ss_0.02,"Njesi E, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,5,5,1,1.566,3.152,1.114,1.802,-0.452,Y,"2,3,4,5",Y,"1,2,3,5",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_x_0.02,"60m ENE of Njesi Camp, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,3,4,1,1.871,2.798,3.026,3.278,1.155,Y,"1,2,3",Y,"3,4",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul302011_njesi_jpm_zz_0.14,"Njesi B, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,30-Jul-11,Y,8,5,2,0.091,,0.932,,0.841,Y,"1,2,3,6,7,8",Y,"1,3,5",,,,,SP
Artisornis moreaui,artisornis.moreaui_jul312011_njesi_jpm_zz_0.14,"Njesi B, Njesi Plateau, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,31-Jul-11,Y,8,5,2,0.091,,0.932,,,Y,"1,2,3,6,7,8",Y,"1,3,5",,,,,SP
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.18,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,5,7,4,0.113,1.453,0.216,1.295,0.103,Y,1,N,NA,Y,3336.5,4170.6,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.23,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,4,8,4,0.402,1.454,0.039,1.329,-0.363,N,NA,Y,"1,2",Y,3372.8,4134.4,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.29,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,5,5,3,0.111,1.425,0.377,1.085,0.266,Y,"1,5",N,NA,Y,3430.2,4142.9,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.34,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,6,5,3,0.076,1.799,0.606,1.425,0.53,Y,"1,2,6",N,NA,Y,3378.2,4278.2,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.39,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,6,4,2,0.098,1.818,0.64,1.23,0.542,Y,"1,2,5,6",N,NA,Y,3345.9,4072.9,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.44,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,5,3,1,0.115,1.474,0.644,1.014,0.529,Y,"1,2,4,5",Y,"1,3",Y,3385,4128.7,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_0.50,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,5,3,1,0.085,1.677,0.805,1.224,0.72,Y,"1,2,4,5",Y,"2,3",Y,3436.3,4205.7,,TB
Artisornis moreaui,Artisornis.moreaui_june252000_Amani_CM_a_1.06,Amani Nature Reserve CM,East Usambara,25-Jun-02,Y,6,3,0,0.124,2.639,1.357,1.701,1.233,Y,"1,2,3,4,5,6",Y,"1,2,3",Y,3312,4183.9,can't find Tricia's selection tables,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_n_0.03,TRC Amani 7 E29,East Usambara,29-May-14,Y,6,6,3,0.291,1.941,0.502,1.388,0.211,Y,"1,5,6",Y,"1,3,5",Y,3569.2,4560.7,Male has some harmonic stack,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_n_0.10,TRC Amani 7 E29,East Usambara,29-May-14,Y,7,5,3,0.573,2.52,0.98,1.665,0.407,Y,"1,5,6,7",Y,4,N,,,Male has some harmonic stack,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_n_0.20,TRC Amani 7 E29,East Usambara,29-May-14,Y,7,5,3,0.138,2.066,0.704,1.37,0.566,Y,"1,2,6,7",Y,3,N,,,male has some harmonic stack,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_n_0.27,TRC Amani 7 E29,East Usambara,29-May-14,Y,5,3,1,0.476,1.775,0.126,0.501,-0.35,Y,"2,3,4,5",Y,"1,2",N,,,male has some harmonic stack,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_o_0.05,TRC Amani 7 E29,East Usambara,29-May-14,Y,4,6,2,0.224,1.852,0.463,1.287,0.239,Y,"1,4",Y,"1,2,5",Y,3253.9,4593.7,,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_o_0.08,TRC Amani 7 E29,East Usambara,29-May-14,Y,4,5,1,0.21,1.827,0.85,1.527,0.64,Y,"1,2,4",Y,"1,2,5",Y,3168.1,4604.3,,TB
Artisornis moreaui,artisornis.moreaui_May292014_Amani_EM_o_0.19,TRC Amani 7 E29,East Usambara,29-May-14,Y,5,5,1,0.236,2.488,1.166,1.829,0.93,Y,"1,2,4,5",Y,"3,4,5",Y,3312,4636.7,,TB
Artisornis moreaui,artisornis.sousae_nov072016_mountchitagal_gj_a_0.00,Mount Chitagal Individual 3,Njesi,7-Nov-16,Y,8,6,3,0.092,2.306,0.847,1.697,0.755,Y,"1,2,3,7,8",N,NA,,,,female too faint to measure,SP
Artisornis moreaui,artisornis.sousae_nov072016_mountchitagal_gj_a_0.09,Mount Chitagal Individual 3,Njesi,7-Nov-16,Y,11,6,3,0.534,3.729,1.906,2.804,1.372,Y,"1,2,3,4,5,9,10,11",N,NA,,,,female too faint to measure,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.00,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,3,6,1,0.073,1.9,0.249,1.096,0.176,Y,"1,2,3",Y,"2,3,4,5,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.05,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,5,8,2,0.24,3.089,1.175,2.42,0.935,Y,"1,2,4,5",Y,"1,5,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.21,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,2,7,1,0.166,1.79,0.256,1.331,0.09,Y,2,Y,"2,3,4,5,6,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.23,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,2,5,2,0.116,,0.072,,-0.044,N,NA,Y,4,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.42,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,6,8,3,0.15,2.53,0.613,1.544,0.463,Y,"1,2,3,4,5,6",N,NA,,,,female too faint to measure,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.58,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,2,7,1,0.499,1.282,0.055,1.042,-0.444,N,"1,2",Y,"1,2,3,6,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.00,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,10,9,3,0.186,4.824,2.833,4.231,2.647,Y,"1,4,6,10",Y,"1,2,3,5,6,8",,,,some male elements not measured due to background noise,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.07,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,7,9,3,0.137,3.004,0.754,2.176,0.617,Y,"1,2,6,7",Y,"1,2,5,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.12,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,6,6,2,0.231,2.634,0.652,1.51,0.421,Y,"1,4,5,6",Y,"3,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.22,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,10,9,4,0.247,4.454,2.475,3.841,2.228,Y,"1,2,3,4,5,10",Y,"3,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.37,Mount Chitagal Individual 4,Njesi,8-Nov-16,Y,8,8,3,0.225,3.505,1.397,2.617,1.172,Y,"1,2,3,7,8",Y,"1,3,4,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_sj_a_0.00,Mount Chitagal Individual 1,Njesi,8-Nov-16,Y,6,9,3,0.379,2.801,0.559,1.977,0.18,Y,"1,5,6",Y,"1,2,5,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_sj_a_0.04,Mount Chitagal Individual 1,Njesi,8-Nov-16,Y,6,6,2,0.501,2.9,0.924,1.811,0.423,Y,"1,4,5,6",Y,"3,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_sj_a_0.15,Mount Chitagal Individual 1,Njesi,8-Nov-16,Y,10,9,4,0.482,4.695,2.707,4.091,2.225,Y,"1,2,3,4,5,10",Y,"3,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_sj_a_0.30,Mount Chitagal Individual 1,Njesi,8-Nov-16,Y,8,8,3,0.348,3.646,1.519,2.742,1.171,Y,"1,2,3,7,8",Y,"1,4,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.11,Mount Chitagal Individual 2,Njesi,10-Nov-16,Y,11,5,4,0.331,2.949,1.608,2.438,1.277,Y,"1,2,3,4,5,10,11",Y,3,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.16,Mount Chitagal Individual 2,Njesi,10-Nov-16,Y,12,5,3,0.234,3.227,1.613,2.584,1.379,Y,"1,2,3,4,5,6,10,11,12",Y,"1,3",,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.00,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,7,7,2,0.362,3.628,2.134,3.316,1.772,Y,"1,2,3,4,7",Y,"1,2,4,5",,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.05,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,9,5,1,0.197,4.724,3.17,4.208,2.973,Y,"1,2,3,4,5,6,8,9",Y,"1,2,5",,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.14,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,10,6,2,0.203,4.991,3.061,4.007,2.858,Y,"1,2,3,4,5,6,9,10",Y,"1,2,4,5",,,,got rid of recording,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.27,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,6,5,2,0.172,2.701,1.036,1.843,0.864,Y,"1,2,5,6",Y,"1,3,4",,,,got rid of recording,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.32,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,7,5,1,0.155,3.406,1.931,2.731,1.776,Y,"1,2,3,4,6,7",N,NA,,,,female too faint to measure,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.42,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,6,4,1,0.223,2.727,1.513,2.1,1.29,Y,"1,2,3,5,6",N,NA,,,,female too faint to measure,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_d_0.00,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,9,8,5,0.243,2.371,0.638,1.984,0.395,Y,"1,2,8,9",Y,1,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_d_0.05,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,8,7,4,0.181,1.991,1.017,2.01,0.836,Y,"1,2,3,4",Y,1,,,,lots of background noise; both sexes faint,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.00,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,2,6,2,0.349,0.994,0.037,1.031,-0.312,N,NA,Y,"1,2",,,,male unmeasureable due to overlap,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.09,Mount Chitagal Individual 6,Njesi,11-Nov-16,Y,7,4,1,0.231,3.175,1.85,2.419,1.619,Y,"1,2,3,4,6,7",Y,"1,2",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.01,Mount Sanga Individual 4,Njesi,18-Nov-16,Y,6,6,2,0.307,2.362,0.869,1.873,0.562,Y,"1,2,5,6",Y,"1,2,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.13,Mount Sanga Individual 4,Njesi,18-Nov-16,Y,7,7,3,0.059,2.36,0.576,1.748,0.517,Y,"1,2,6,7",Y,1,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.25,Mount Sanga Individual 4,Njesi,18-Nov-16,Y,6,6,3,0.106,2.17,0.861,1.851,0.755,Y,"1,2,6",Y,"2,3,5",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.00,Mount Sanga Individual 5,Njesi,18-Nov-16,Y,11,8,5,0.318,2.849,0.931,2.118,0.613,Y,"1,2,3,9,10,11",Y,"4,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.05,Mount Sanga Individual 5,Njesi,18-Nov-16,Y,8,8,5,0.098,1.835,0.707,1.991,0.609,Y,"6,7,8",Y,"2,4,5,6,7,8",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.09,Mount Sanga Individual 5,Njesi,18-Nov-16,Y,9,7,4,0.098,2.298,1.077,2.177,0.979,Y,"1,3",Y,"2,3",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.13,Mount Sanga Individual 5,Njesi,18-Nov-16,Y,11,7,5,0.227,2.688,0.892,2.005,0.665,Y,"1,2,3,9,10,11",Y,"1,2,3,4,5,6,7",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.22,Mount Sanga Individual 5,Njesi,18-Nov-16,Y,9,6,4,0.054,2.041,0.622,1.526,0.568,Y,"1,2,3,8,9",Y,1,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.33,Mount Sanga Individual 5,Njesi,18-Nov-16,Y,12,5,2,0.173,3.139,1.783,2.474,1.61,Y,"1,2,3,4,5,6,7,10,11,12",Y,"1,2,4",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.00,Mount Sanga Individual 1,Njesi,18-Nov-16,Y,9,7,5,0.028,2.021,0.234,1.342,0.206,Y,"7,8,9",Y,2,,,,first male element not overlapped but too faint to measure,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.07,Mount Sanga,Njesi,18-Nov-16,Y,9,6,4,0.262,2.235,0.825,1.735,,Y,"1,2,3,8,9",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.19,Mount Sanga Individual 1,Njesi,18-Nov-16,Y,12,5,2,0.245,3.243,1.864,2.562,1.619,Y,"2,3,4,5,6,7,10,11,12",Y,"1,2,4",,,,first male element overlapped by another species,SP
Artisornis moreaui,artisornis.sousae_nov242016_njesi_gj_a_0.00,Njesi GJ 2016,Njesi,24-Nov-16,Y,2,8,2,0.065,0.641,0.046,1.271,-0.019,N,NA,Y,"3,5,6,7,8",,,,male unmeasureable due to overlap,SP
Artisornis moreaui,artisornis.sousae_nov242016_njesi_gj_a_0.02,Njesi GJ 2016,Njesi,24-Nov-16,Y,4,8,1,0.253,1.655,1.703,2.621,1.45,Y,"1,2,3",Y,"3,4,5,6,7",,,,,SP
Artisornis metopias,artisornis.metopias_aug042011_njesi_em_z_0.59,Njesi Plateau,Njesi,4-Aug-11,N,0,2,0,,,0.088,,,N,NA,Y,"1,2",,,,,
Artisornis metopias,artisornis.metopias_aug042011_njesi_em_z_1.02,Njesi Plateau,Njesi,4-Aug-11,N,0,2,0,,,0.033,,,N,NA,Y,"1,2",,,,,
